"","Random_Lake_Effect","DOWID","mean_LAT","mean_LONG","Latitidue","Longitude","Latitude"
"34",0.436403653862513,"01020400",463360.351351351,938143.945945946,46.3360351351351,-93.8143945945946,46.3360351351351
"35",0.216995133157138,"01020800",464245,938204,46.4245,-93.8204,46.4245
"36",0.864258430513205,"01020900",465042,937750,46.5042,-93.775,46.5042
"37",0.926054233274848,"01021200",467234,937877,46.7234,-93.7877,46.7234
"38",0.114125493181458,"02000300",451312,930302,45.1312,-93.0302,45.1312
"39",-0.703090172641841,"02000400",451749,930688.5,45.1749,-93.06885,45.1749
"40",-1.08926447577366,"02000600",451603,930506,45.1603,-93.0506,45.1603
"41",-0.810383895891887,"02002600",453483.638888889,931298.277777778,45.3483638888889,-93.1298277777778,45.3483638888889
"42",-0.454534389382651,"02003400",453861.214285714,930785.5,45.3861214285714,-93.07855,45.3861214285714
"43",-0.654475207878287,"02004200",452969.666666667,931675.666666667,45.2969666666667,-93.1675666666667,45.2969666666667
"44",0.162427388550456,"02004500",451316,931531,45.1316,-93.1531,45.1316
"45",0.202427543360354,"02005300",452530.666666667,932184.333333333,45.2530666666667,-93.2184333333333,45.2530666666667
"46",-0.69829076640272,"02007501",450739.428571429,932408.142857143,45.0739428571429,-93.2408142857143,45.0739428571429
"47",-0.56000986672823,"02008400",452195,933367,45.2195,-93.3367,45.2195
"48",0.119939967671089,"02009100",453519.5,933372,45.35195,-93.3372,45.35195
"49",-0.0778967081603654,"02013300",453354,935001,45.3354,-93.5001,45.3354
"50",-0.385977374225271,"02076400",451000,932300,45.1,-93.23,45.1
"51",-0.446928555267541,"03001700",470207.666666667,952014,47.0207666666667,-95.2014,47.0207666666667
"52",0.563688473515881,"03003000",470705.073170732,952649,47.0705073170732,-95.2649,47.0705073170732
"53",-0.192436203331276,"03008500",471006,954135,47.1006,-95.4135,47.1006
"54",-0.165880253693948,"03010100",469121,954458,46.9121,-95.4458,46.9121
"55",-0.771382208079015,"03010200",471006,954346,47.1006,-95.4346,47.1006
"56",-0.574092956915451,"03010700",470407.376470588,955442.552941176,47.0407376470588,-95.5442552941176,47.0407376470588
"57",-0.414160212787906,"03015300",469261,955516,46.9261,-95.5516,46.9261
"58",-0.484264668453146,"03015500",NA,NA,NA,NA,NA
"59",0.00122157367335191,"03015800",470717,955617,47.0717,-95.5617,47.0717
"60",0.125520497788181,"03015900",471006,955380.714285714,47.1006,-95.5380714285714,47.1006
"61",-0.621048710267694,"03019500",468977,955936,46.8977,-95.5936,46.8977
"62",-1.029298545428,"03024102",468979,956775,46.8979,-95.6775,46.8979
"63",-0.95491655112685,"03028600",468833,957000,46.8833,-95.7,46.8833
"64",-0.671495097551352,"03029300",NA,NA,NA,NA,NA
"65",0.0963247561142055,"03032300",470711,956894,47.0711,-95.6894,47.0711
"66",0.161114379362681,"03032800",471146,957522,47.1146,-95.7522,47.1146
"67",-0.0465440451329969,"03035900",467615.076923077,958935.307692308,46.7615076923077,-95.8935307692308,46.7615076923077
"68",0.421098733804087,"03036000",467819,958778,46.7819,-95.8778,46.7819
"69",0.56803620465964,"03038300",468115,958901,46.8115,-95.8901,46.8115
"70",0.328948870778368,"03038700",468667,958583,46.8667,-95.8583,46.8667
"71",-0.101076952068666,"03047500",467425.035714286,959146.714285714,46.7425035714286,-95.9146714285714,46.7425035714286
"72",0.650816164728469,"03050000",467439.720930233,959896.069767442,46.7439720930233,-95.9896069767442,46.7439720930233
"73",0.656456294504858,"03057500",468118,960385,46.8118,-96.0385,46.8118
"74",-0.0397203967815192,"03057600",467490.228571429,960612.457142857,46.7490228571429,-96.0612457142857,46.7490228571429
"75",-0.291849530780119,"03058200",467252,960795,46.7252,-96.0795,46.7252
"76",-0.0950162306849625,"03058800",467689,961444,46.7689,-96.1444,46.7689
"77",-0.283508837469578,"04001100",475401.35,944673.05,47.540135,-94.467305,47.540135
"78",0.619534396253271,"04002400",476758.565217391,945202.956521739,47.6758565217391,-94.5202956521739,47.6758565217391
"79",-0.179707998779201,"04003000",474181,945545,47.4181,-94.5545,47.4181
"80",0.0987325905540461,"04003200",475917,945559,47.5917,-94.5559,47.5917
"81",0.193589804845218,"04003400",476350,945565,47.635,-94.5565,47.635
"82",-0.244164167241192,"04003501",482016,946952,48.2016,-94.6952,48.2016
"83",-0.2088579060085,"04003800",474320,946595,47.432,-94.6595,47.432
"84",-0.136889632916178,"04004800",474181,945545,47.4181,-94.5545,47.4181
"85",-0.336433543554817,"04004900",475059,945961,47.5059,-94.5961,47.5059
"86",-0.957504362973672,"04005300",475889,945903,47.5889,-94.5903,47.5889
"87",-0.580524994491769,"04006900",477224,946446,47.7224,-94.6446,47.7224
"88",0.00651056211893503,"04007900",474172,946806,47.4172,-94.6806,47.4172
"89",-0.162407431285354,"04008500",NA,NA,NA,NA,NA
"90",0.204091140109932,"04011100",475887.4,947275.2,47.58874,-94.72752,47.58874
"91",-0.345746415194226,"04012000",476734.1,947198.25,47.67341,-94.719825,47.67341
"92",-1.60523177974915,"04012200",477224,947521,47.7224,-94.7521,47.7224
"93",-0.508314250533813,"04012400",476966.666666667,947928,47.6966666666667,-94.7928,47.6966666666667
"94",-0.483901035623134,"04013000",475044,948317,47.5044,-94.8317,47.5044
"95",0.297551171302578,"04013001",NA,NA,NA,NA,NA
"96",-0.253776523335041,"04013200",475333,948100,47.5333,-94.81,47.5333
"97",0.0447969070778356,"04013400",476121.142857143,948138,47.6121142857143,-94.8138,47.6121142857143
"98",-0.0271271514884916,"04013500",475913,948104,47.5913,-94.8104,47.5913
"99",-0.160097488472844,"04014000",474466,948741,47.4466,-94.8741,47.4466
"100",0.124325514853403,"04014100",474323,948955,47.4323,-94.8955,47.4323
"101",-0.174265508577238,"04014200",474178,948952,47.4178,-94.8952,47.4178
"102",0.0684430779132657,"04015200",475882.8,948490.2,47.58828,-94.84902,47.58828
"103",-0.322751428550116,"04015500",NA,NA,NA,NA,NA
"104",0.0417509636902588,"04015900",476022.263157895,948553.473684211,47.6022263157895,-94.8553473684211,47.6022263157895
"105",-0.186326058244908,"04016600",476798,948803,47.6798,-94.8803,47.6798
"106",-0.175985228362148,"04019600",NA,NA,NA,NA,NA
"107",0.0404440230947269,"04023000",476548.230769231,950239.461538462,47.6548230769231,-95.0239461538462,47.6548230769231
"108",-0.531212609054858,"04032900",477819,951403,47.7819,-95.1403,47.7819
"109",-0.231002118563452,"04033100",477821,950975,47.7821,-95.0975,47.7821
"110",-0.158026352167612,"04034300",477096,952909,47.7096,-95.2909,47.7096
"111",-0.612360072243769,"05001300",457361,941653,45.7361,-94.1653,45.7361
"112",-0.702946712391961,"06000100",451371.197183099,961107.211267606,45.1371197183099,-96.1107211267606,45.1371197183099
"113",-0.921841238158753,"06000200",453338,961276,45.3338,-96.1276,45.3338
"114",0.294864436664039,"06002900",453195,963562,45.3195,-96.3562,45.3195
"115",0.250573090201397,"06012100",454929,964826,45.4929,-96.4826,45.4929
"116",-0.864362791464958,"06013800",455557.571428571,964442.142857143,45.5557571428571,-96.4442142857143,45.5557571428571
"117",-0.581609595297891,"06015200",454459.277310924,966591.705882353,45.4459277310924,-96.6591705882353,45.4459277310924
"118",-1.39376089725915,"07004400",442033,937776,44.2033,-93.7776,44.2033
"119",-0.0830575671421621,"07004700",442322,938584,44.2322,-93.8584,44.2322
"120",-1.24380383941931,"07005300",442178.552631579,938181.815789474,44.2178552631579,-93.8181815789474,44.2178552631579
"121",0.112416703872992,"07006000",NA,NA,NA,NA,NA
"122",-1.25186273055727,"07007900",438554,940182,43.8554,-94.0182,43.8554
"123",-1.93150634203166,"07009600",440986,941722,44.0986,-94.1722,44.0986
"124",-1.95534276645602,"07009800",441158,941984,44.1158,-94.1984,44.1158
"125",-0.696586397342197,"07014700",NA,NA,NA,NA,NA
"126",-1.74689140236025,"08002600",441452,946293,44.1452,-94.6293,44.1452
"127",-0.49291417068891,"08004500",443045,947354,44.3045,-94.7354,44.3045
"128",0.585662379224763,"09000100",466706.583333333,924143.375,46.6706583333333,-92.4143375,46.6706583333333
"129",-0.158859340105712,"09000800",466207.2,924581.466666667,46.62072,-92.4581466666667,46.62072
"130",0.292853037541789,"09001600",465361,925528,46.5361,-92.5528,46.5361
"131",-0.503664528445866,"09002900",466136,926711,46.6136,-92.6711,46.6136
"132",0.611492421062851,"09003200",466861,926286,46.6861,-92.6286,46.6861
"133",0.478770681790503,"09003500",464834,926883,46.4834,-92.6883,46.4834
"134",0.0262318173029015,"09003600",466863,926922,46.6863,-92.6922,46.6863
"135",1.03939333050752,"09003800",464708.642857143,927057.642857143,46.4708642857143,-92.7057642857143,46.4708642857143
"136",0.770013146781402,"09003900",464689,927093,46.4689,-92.7093,46.4689
"137",0.842437259921847,"09004100",464445.272727273,927636,46.4445272727273,-92.7636,46.4445272727273
"138",-0.118435524368631,"09005700",466444,929167,46.6444,-92.9167,46.6444
"139",0.764019826529249,"09006200",467157,928831,46.7157,-92.8831,46.7157
"140",0.695821775640181,"09006700",466600.5,929912.125,46.66005,-92.9912125,46.66005
"141",-0.201010946345738,"10000200",448287.714285714,935267,44.8287714285714,-93.5267,44.8287714285714
"142",-0.882862257856103,"10000600",448703.255813953,935302.093023256,44.8703255813953,-93.5302093023256,44.8703255813953
"143",0.367905281985385,"10000700",448698,935510,44.8698,-93.551,44.8698
"144",-0.125047416454962,"10000900",448563,936121,44.8563,-93.6121,44.8563
"145",0.0476927327396511,"10001200",448698,935510,44.8698,-93.551,44.8698
"146",-0.869847066359141,"10001300",448514,935403,44.8514,-93.5403,44.8514
"147",-0.691891380881631,"10001500",448986,936349,44.8986,-93.6349,44.8986
"148",0.0892776206756654,"10001900",448670.444444444,936441.777777778,44.8670444444444,-93.6441777777778,44.8670444444444
"149",0.276263052641141,"10002900",447828,937349,44.7828,-93.7349,44.7828
"150",-0.199704870686282,"10004100",448783,936687.769230769,44.8783,-93.6687769230769,44.8783
"151",-1.45957183417516,"10004200",448702,937131,44.8702,-93.7131,44.8702
"152",-0.389485326476683,"10004400",448558,936923,44.8558,-93.6923,44.8558
"153",0.760646382564144,"10004500",448560,936718,44.856,-93.6718,44.856
"154",-0.646337281834494,"10004800",448415,936720,44.8415,-93.672,44.8415
"155",-0.164920801595317,"10005200",448395.538461538,937398.692307692,44.8395538461538,-93.7398692307692,44.8395538461538
"156",-0.818181569559158,"10005300",448263,937136,44.8263,-93.7136,44.8263
"157",-0.279750387120496,"10005900",448594.461538462,938088.769230769,44.8594461538462,-93.8088769230769,44.8594461538462
"158",0.715282609757893,"10008400",448405,937980,44.8405,-93.798,44.8405
"159",-0.48874118990034,"10008800",448119,938592,44.8119,-93.8592,44.8119
"160",-0.482654886857301,"10009300",449416,937979,44.9416,-93.7979,44.9416
"161",-0.217109884114931,"10012100",448119,939184,44.8119,-93.9184,44.8119
"162",-0.231564956274267,"11002600",471575,938273,47.1575,-93.8273,47.1575
"163",0.226434992115037,"11002900",471724,938702,47.1724,-93.8702,47.1724
"164",-0.245196960684258,"11004300",468109,939553,46.8109,-93.9553,46.8109
"165",0.438067278159098,"11005300",468108,939335,46.8108,-93.9335,46.8108
"166",0.183328507960398,"11005900",468858.783333333,939973.85,46.8858783333333,-93.997385,46.8858783333333
"167",-0.0932526400210782,"11006200",469269,939547,46.9269,-93.9547,46.9269
"168",-0.147877195888029,"11007700",470710,939550,47.071,-93.955,47.071
"169",0.67314587985256,"11011600",469126,940810,46.9126,-94.081,46.9126
"170",-0.0458199064639887,"11012000",469708.657142857,941289.571428571,46.9708657142857,-94.1289571428571,46.9708657142857
"171",-0.460385270819551,"11012900",469847,940604,46.9847,-94.0604,46.9847
"172",-0.141601660883512,"11014200",470006,942151,47.0006,-94.2151,47.0006
"173",-0.415631059880723,"11014300",470898,941702,47.0898,-94.1702,47.0898
"174",-0.380487754096632,"11014600",473327,941705,47.3327,-94.1705,47.3327
"175",-0.536952313322015,"11014700",475220,942970,47.522,-94.297,47.522
"176",-0.325561555938837,"11016700",469276,941838,46.9276,-94.1838,46.9276
"177",0.0455352923616714,"11017100",468985,942053,46.8985,-94.2053,46.8985
"178",-0.339151772934628,"11017400",469858,942111,46.9858,-94.2111,46.9858
"179",-0.870126497136892,"11020000",468990,942888,46.899,-94.2888,46.899
"180",-0.675742426316788,"11020100",469865,942930,46.9865,-94.293,46.9865
"181",-0.29501839977831,"11020300",472445,944144,47.2445,-94.4144,47.2445
"182",-0.446604750355557,"11020400",473433,943117,47.3433,-94.3117,47.3433
"183",-0.27127225648448,"11021600",464636,943615,46.4636,-94.3615,46.4636
"184",-0.398658116623278,"11025000",468128,943527,46.8128,-94.3527,46.8128
"185",0.281773819832033,"11027000",NA,NA,NA,NA,NA
"186",-0.0675585018176332,"11027400",468990,942888,46.899,-94.2888,46.899
"187",-0.265285753768731,"11028300",469868,943543,46.9868,-94.3543,46.9868
"188",-0.254575353993598,"11030400",463766,944020,46.3766,-94.402,46.3766
"189",-0.0648313413430772,"11030500",464635,942966,46.4635,-94.2966,46.4635
"190",-0.440752424820188,"11030800",468421,944174,46.8421,-94.4174,46.8421
"191",-0.114006463128746,"11031100",469289,944173,46.9289,-94.4173,46.9289
"192",-1.04915431815618,"11031300",473313,944263,47.3313,-94.4263,47.3313
"193",-0.718825885659456,"11035800",468420,944597,46.842,-94.4597,46.842
"194",-0.181008169370992,"11037100",469579,944804,46.9579,-94.4804,46.9579
"195",-0.681628071597509,"11038300",468999,944598,46.8999,-94.4598,46.8999
"196",-0.736878380426397,"11041100",468127,945436,46.8127,-94.5436,46.8127
"197",-0.333307648642494,"11041200",469289,945434,46.9289,-94.5434,46.9289
"198",-0.152530679574693,"11041300",469864,945456,46.9864,-94.5456,46.9864
"199",-0.31311475019878,"11041500",473308,945545,47.3308,-94.5545,47.3308
"200",-0.00583154336167884,"11047600",470019,945669,47.0019,-94.5669,47.0019
"201",0.130783005068823,"11048800",472917,945497,47.2917,-94.5497,47.2917
"202",0.0116940497204142,"11049400",472430,945463,47.243,-94.5463,47.243
"203",-0.130165886115342,"11050200",469415,946692,46.9415,-94.6692,46.9415
"204",0.353388211690318,"11050400",472585,946955.6875,47.2585,-94.69556875,47.2585
"205",-0.320450654997142,"11050500",473880,946811,47.388,-94.6811,47.388
"206",-0.228538261932182,"13001200",453469,928660,45.3469,-92.866,45.3469
"207",-0.430502834636539,"13002700",453901,928052,45.3901,-92.8052,45.3901
"208",-0.302732931597436,"13002800",453894,928464,45.3894,-92.8464,45.3894
"209",-0.897162388701637,"13003100",NA,NA,NA,NA,NA
"210",-0.333882415916675,"13003200",453897,928258,45.3897,-92.8258,45.3897
"211",-0.109206517426459,"13003300",454046,928053,45.4046,-92.8053,45.4046
"212",-0.58409547834104,"13004100",453467,929063,45.3467,-92.9063,45.3467
"213",-0.162740144337318,"13006800",455796,930531,45.5796,-93.0531,45.5796
"214",-0.585787776989509,"13006900",456663,930932,45.6663,-93.0932,45.6663
"215",-0.76970748247316,"13006901",456663,930932,45.6663,-93.0932,45.6663
"216",-0.557607311197898,"13006902",456663,930932,45.6663,-93.0932,45.6663
"217",-0.295388602225747,"13008300",456518,930730,45.6518,-93.073,45.6518
"218",-0.217355615257051,"15001000",471886,952011,47.1886,-95.2011,47.1886
"219",-0.720688707957847,"15001600",472466,952013,47.2466,-95.2013,47.2466
"220",0.100822608098253,"15005700",472748,953075,47.2748,-95.3075,47.2748
"221",0.340727212855938,"15006800",471731,954135,47.1731,-95.4135,47.1731
"222",-0.939107773381856,"15007900",473624,953289,47.3624,-95.3289,47.3624
"223",-0.333948273183896,"15008100",NA,NA,NA,NA,NA
"224",0.440852823451595,"15014900",476809,955272,47.6809,-95.5272,47.6809
"225",-0.270315858784839,"16000100",474895.722713864,914187.15339233,47.4895722713864,-91.418715339233,47.4895722713864
"226",0.815066432500635,"16001500",478969,899858,47.8969,-89.9858,47.8969
"227",-0.0269105055575446,"16001900",479117,900724,47.9117,-90.0724,47.9117
"228",-0.251009206897929,"16002600",480574,900677,48.0574,-90.0677,48.0574
"229",-0.587641188474389,"16002700",480428,900443,48.0428,-90.0443,48.0428
"230",0.711463531031452,"16002900",480860,901116,48.086,-90.1116,48.086
"231",1.25844403437515,"16003200",479821,899948,47.9821,-89.9948,47.9821
"232",1.3963813143993,"16003300",479867.142857143,900652.571428571,47.9867142857143,-90.0652571428571,47.9867142857143
"233",0.105206797066429,"16003500",480720,900461,48.072,-90.0461,48.072
"234",-0.571445163662524,"16003600",480720,900031,48.072,-90.0031,48.072
"235",-0.393175490133499,"16004100",480716,901111,48.0716,-90.1111,48.0716
"236",-0.0387395257715105,"16004200",480718,900897,48.0718,-90.0897,48.0718
"237",0.202457994652667,"16004300",480869,900677,48.0869,-90.0677,48.0869
"238",0.608018176223557,"16004900",478685,901651,47.8685,-90.1651,47.8685
"239",0.459738338665227,"16007100",480272,902438,48.0272,-90.2438,48.0272
"240",0.464680535607025,"16007700",479836,901780,47.9836,-90.178,47.9836
"241",-0.158518183217166,"16008000",479984,902430,47.9984,-90.243,47.9984
"242",-0.334649507942319,"16008600",NA,NA,NA,NA,NA
"243",0.238725892030501,"16008900",478964,902007,47.8964,-90.2007,47.8964
"244",0.342303789959717,"16009600",478250.085714286,902953.085714286,47.8250085714286,-90.2953085714286,47.8250085714286
"245",-1.00689799352787,"16009700",NA,NA,NA,NA,NA
"246",-0.071818045365518,"16010400",479105,903499,47.9105,-90.3499,47.9105
"247",0.0994352373067803,"16011400",NA,NA,NA,NA,NA
"248",0.939335494462959,"16012800",NA,NA,NA,NA,NA
"249",0.356438736009534,"16013500",479979,903068,47.9979,-90.3068,47.9979
"250",-0.141518957851239,"16013900",480691,903725,48.0691,-90.3725,48.0691
"251",0.198158465249438,"16014300",478100,904143,47.81,-90.4143,47.81
"252",-1.04427538164795,"16014500",478963,903931,47.8963,-90.3931,47.8963
"253",0.1552909764141,"16014600",480417,903948,48.0417,-90.3948,48.0417
"254",-0.251702783453641,"16014700",480417,903948,48.0417,-90.3948,48.0417
"255",0.192869543296763,"16015600",478672,904572,47.8672,-90.4572,47.8672
"256",0.238302177758331,"16015700",478671,904784,47.8671,-90.4784,47.8671
"257",0.531394259215556,"16017000",479687,905005,47.9687,-90.5005,47.9687
"258",-0.70273426675991,"16017400",NA,NA,NA,NA,NA
"259",0.028498702953416,"16017500",NA,NA,NA,NA,NA
"260",0.229889902540537,"16018200",479109,905006,47.9109,-90.5006,47.9109
"261",-0.211392085529278,"16018800",478964,904146,47.8964,-90.4146,47.8964
"262",0.369113525977558,"16019100",NA,NA,NA,NA,NA
"263",1.21529310292981,"16019300",478963,904577,47.8963,-90.4577,47.8963
"264",0.370121988197521,"16019400",478963,903931,47.8963,-90.3931,47.8963
"265",0.00732798294958916,"16019800",480565,904804,48.0565,-90.4804,48.0565
"266",-0.0118392933135514,"16019900",480268,905010,48.0268,-90.501,48.0268
"267",0.0429626267691397,"16020200",480423,904609,48.0423,-90.4609,48.0423
"268",0.192873028748795,"16020400",480417,903948,48.0417,-90.3948,48.0417
"269",-0.00304235699680806,"16021500",NA,NA,NA,NA,NA
"270",0.55488944210024,"16022400",NA,NA,NA,NA,NA
"271",-0.26718057933294,"16022700",480701,904165,48.0701,-90.4165,48.0701
"272",-0.156831022641593,"16022800",480698,903933,48.0698,-90.3933,48.0698
"273",0.572887976354419,"16023000",NA,NA,NA,NA,NA
"274",-0.426153408287129,"16023200",480698,904384,48.0698,-90.4384,48.0698
"275",-0.79413944980662,"16023400",480708,904585,48.0708,-90.4585,48.0708
"276",-0.0343206333895332,"16023500",478678,905211,47.8678,-90.5211,47.8678
"277",0.877696324696714,"16023800",478970,905217,47.897,-90.5217,47.897
"278",-0.0930260865589589,"16023900",480414,905225,48.0414,-90.5225,48.0414
"279",0.0436940774892051,"16024400",480851,905875,48.0851,-90.5875,48.0851
"280",-0.332724166362798,"16024700",480655.375,904967.625,48.0655375,-90.4967625,48.0655375
"281",0.103999922310384,"16025200",477527,906066,47.7527,-90.6066,47.7527
"282",0.460423209844255,"16025300",477237,906067,47.7237,-90.6067,47.7237
"283",0.0824570319737862,"16026700",479410,905876,47.941,-90.5876,47.941
"284",0.363211754379409,"16026800",479542,905225,47.9542,-90.5225,47.9542
"285",0.109145823906337,"16031400",480127,905657,48.0127,-90.5657,48.0127
"286",0.547008393030977,"16031900",NA,NA,NA,NA,NA
"287",-0.251537590730057,"16032700",480703,905875,48.0703,-90.5875,48.0703
"288",0.282135499930447,"16032800",480702,905663,48.0702,-90.5663,48.0702
"289",-0.225991498947304,"16033100",480994,905621,48.0994,-90.5621,48.0994
"290",-0.632370694760554,"16033700",480702,905663,48.0702,-90.5663,48.0702
"291",0.146175269678083,"16034100",480703,905875,48.0703,-90.5875,48.0703
"292",0.652393978361929,"16034200",480702,905663,48.0702,-90.5663,48.0702
"293",-0.106201279197972,"16034600",478543,906484,47.8543,-90.6484,47.8543
"294",0.989401465445417,"16034700",478541,906703,47.8541,-90.6703,47.8541
"295",0.366711701119759,"16034800",479394,906910,47.9394,-90.691,47.9394
"296",0.57391793309108,"16035400",NA,NA,NA,NA,NA
"297",0.272405242242034,"16035500",480704,906525,48.0704,-90.6525,48.0704
"298",0.240536459849836,"16035600",480841,907821,48.0841,-90.7821,48.0841
"299",0.0595502730790543,"16035700",480841,907821,48.0841,-90.7821,48.0841
"300",0.396250115659241,"16035800",NA,NA,NA,NA,NA
"301",0.018473722346084,"16036000",477240,906493,47.724,-90.6493,47.724
"302",0.343256989424899,"16036500",477674,907562,47.7674,-90.7562,47.7674
"303",0.27228239062529,"16036600",477675,906920,47.7675,-90.692,47.7675
"304",-0.532814823179212,"16036900",477384,907568,47.7384,-90.7568,47.7384
"305",-0.00445516406237345,"16037300",477240,907351,47.724,-90.7351,47.724
"306",0.77425385711552,"16037800",478539,907338,47.8539,-90.7338,47.8539
"307",-0.378732273139543,"16038000",478540,906916,47.854,-90.6916,47.854
"308",0.162633288618905,"16038300",478399,907338,47.8399,-90.7338,47.8399
"309",0.081174942930574,"16038400",478106,906705,47.8106,-90.6705,47.8106
"310",-0.0953423224604703,"16039800",479389,907571,47.9389,-90.7571,47.9389
"311",0.60938230982588,"16040200",479108,907568,47.9108,-90.7568,47.9108
"312",0.929573991569415,"16040500",478973,906476,47.8973,-90.6476,47.8973
"313",0.179658218874104,"16040600",478973,906476,47.8973,-90.6476,47.8973
"314",0.59563838937386,"16041200",NA,NA,NA,NA,NA
"315",0.353208822710101,"16044800",480704,906525,48.0704,-90.6525,48.0704
"316",0.890561670095246,"16045000",480703,907412,48.0703,-90.7412,48.0703
"317",-0.45194474239262,"16045300",477819,907780,47.7819,-90.778,47.7819
"318",-0.126632308289614,"16045400",478100,907773,47.81,-90.7773,47.81
"319",0.731919899658096,"16048800",478242,908409,47.8242,-90.8409,47.8242
"320",-0.0116731024917226,"16048900",NA,NA,NA,NA,NA
"321",0.0210748781519828,"16049600",478953,908629,47.8953,-90.8629,47.8953
"322",-0.0662692893682926,"16057100",479831,907995,47.9831,-90.7995,47.9831
"323",1.03902833809899,"16058300",481282,908687,48.1282,-90.8687,48.1282
"324",-0.319730004074403,"16060600",480702,908256,48.0702,-90.8256,48.0702
"325",-0.114806101210124,"16062200",478949,909051,47.8949,-90.9051,47.8949
"326",0.754901409554932,"16062700",480850,909109,48.085,-90.9109,48.085
"327",0.516054918477038,"16062900",481569,909115,48.1569,-90.9115,48.1569
"328",0.782036970012053,"16063200",481569,909115,48.1569,-90.9115,48.1569
"329",0.251058390085105,"16063300",482456,908473,48.2456,-90.8473,48.2456
"330",0.499248960125922,"16063400",475223,909694,47.5223,-90.9694,47.5223
"331",-0.0682822603342773,"16063600",477095,909269,47.7095,-90.9269,47.7095
"332",0.109308326863612,"16063900",476812,909906,47.6812,-90.9906,47.6812
"333",0.317549754445323,"16064500",477233,909474,47.7233,-90.9474,47.7233
"334",0.054990319109812,"16064600",477235,909903,47.7235,-90.9903,47.7235
"335",0.424427481838127,"16065300",477809,909466,47.7809,-90.9466,47.7809
"336",0.461514342919626,"16065400",NA,NA,NA,NA,NA
"337",-0.25963731901929,"16067300",NA,NA,NA,NA,NA
"338",0.0889066440259102,"16068600",NA,NA,NA,NA,NA
"339",0.814893925448821,"16070600",478949,909051,47.8949,-90.9051,47.8949
"340",0.630817805736072,"16075900",481141,909977,48.1141,-90.9977,48.1141
"341",0.591194928472644,"16076800",NA,NA,NA,NA,NA
"342",0.552282231140721,"16079300",481568,909550,48.1568,-90.955,48.1568
"343",0.519310953196322,"16080500",477236,910324,47.7236,-91.0324,47.7236
"344",0.917145158036605,"16080600",477388,910323,47.7388,-91.0323,47.7388
"345",0.663868346075684,"16080800",478543,910322,47.8543,-91.0322,47.8543
"346",0.32456326047575,"16080900",480110,910350,48.011,-91.035,48.011
"347",0.0745336800757749,"16081100",480713,910421,48.0713,-91.0421,48.0713
"348",0.214480805576288,"16090500",477178,909284,47.7178,-90.9284,47.7178
"349",-0.73968535192854,"17000300",439418,949290,43.9418,-94.929,43.9418
"350",-0.740330323352774,"17002200",NA,NA,NA,NA,NA
